stamp,module,elapsed_ms
1657065604.326276,1.1_pointcloud_extract,0.011
1657065604.326276,1.1_cloud_preprocess,1.381
1657065604.326276,1.1_ros_callback_total,1.458
1657065604.326276,1.2_imu_integration,0.090
1657065604.326276,1.2_pointcloud_deskew,0.037
1657065604.326276,1.2_covariance_estimation,0.893
1657065604.326276,1.2_create_factors,0.017
1657065604.326276,1.2_smoother_update,4.984
1657065604.326276,1.3_gnss_injection,0.323
1657065604.326276,1.2_update_frames_calculate_estimate,0.008
1657065604.326276,1.2_update_frames_state_copy,0.004
1657065604.326276,1.2_update_frames_sigma_p,0.021
1657065604.326276,1.2_update_frames,0.057
1657065604.299278,2.1_gnss_araim,0.843
1657065604.326276,2.3_dynamic_al,0.000
1657065604.326276,2.3_state_machine,0.000
1657065604.326276,2.3_integrity_total,0.906
1657065604.326276,1.2_odom_insert_frame,7.850
1657065604.426254,1.1_pointcloud_extract,0.011
1657065604.426254,1.1_cloud_preprocess,1.382
1657065604.426254,1.1_ros_callback_total,1.472
1657065604.426254,1.2_imu_integration,0.092
1657065604.426254,1.2_pointcloud_deskew,0.039
1657065604.426254,1.2_covariance_estimation,0.864
1657065604.426254,1.2_create_factors,0.016
1657065604.426254,1.2_smoother_update,5.420
1657065604.426254,1.3_gnss_injection,0.330
1657065604.426254,1.2_update_frames_calculate_estimate,0.009
1657065604.426254,1.2_update_frames_state_copy,0.004
1657065604.426254,1.2_update_frames_sigma_p,0.021
1657065604.426254,1.2_update_frames,0.057
1657065604.399277,2.1_gnss_araim,0.807
1657065604.426254,2.3_dynamic_al,0.000
1657065604.426254,2.3_state_machine,0.000
1657065604.426254,2.3_integrity_total,0.860
1657065604.426254,1.2_odom_insert_frame,8.238
1657065604.526244,1.1_pointcloud_extract,0.011
1657065604.526244,1.1_cloud_preprocess,1.351
1657065604.526244,1.1_ros_callback_total,1.436
1657065604.526244,1.2_imu_integration,0.090
1657065604.526244,1.2_pointcloud_deskew,0.037
1657065604.526244,1.2_covariance_estimation,0.770
1657065604.526244,1.2_create_factors,0.016
1657065604.526244,1.2_smoother_update,6.139
1657065604.526244,1.3_gnss_injection,0.325
1657065604.526244,1.2_update_frames_calculate_estimate,0.012
1657065604.526244,1.2_update_frames_state_copy,0.005
1657065604.526244,1.2_update_frames_sigma_p,0.212
1657065604.526244,1.2_update_frames,0.255
1657065604.499220,2.1_gnss_araim,0.785
1657065604.526244,2.3_dynamic_al,0.000
1657065604.526244,2.3_state_machine,0.000
1657065604.526244,2.3_integrity_total,0.850
1657065604.526244,1.2_odom_insert_frame,10.051
1657065604.626282,1.1_pointcloud_extract,0.012
1657065604.626282,1.1_cloud_preprocess,1.371
1657065604.626282,1.1_ros_callback_total,1.461
1657065604.626282,1.2_imu_integration,0.159
1657065604.626282,1.2_pointcloud_deskew,0.038
1657065604.626282,1.2_covariance_estimation,0.686
1657065604.626282,1.2_create_factors,0.017
1657065604.626282,1.2_smoother_update,6.844
1657065604.626282,1.3_gnss_injection,0.348
1657065604.626282,1.2_update_frames_calculate_estimate,0.013
1657065604.626282,1.2_update_frames_state_copy,0.005
1657065604.626282,1.2_update_frames_sigma_p,0.021
1657065604.626282,1.2_update_frames,0.062
1657065604.599369,2.1_gnss_araim,0.807
1657065604.626282,2.3_dynamic_al,0.000
1657065604.626282,2.3_state_machine,0.000
1657065604.626282,2.3_integrity_total,0.869
1657065604.626282,1.2_odom_insert_frame,9.709
1657065604.726248,1.1_pointcloud_extract,0.011
1657065604.726248,1.1_cloud_preprocess,1.344
1657065604.726248,1.1_ros_callback_total,1.437
1657065604.726248,1.2_imu_integration,0.090
1657065604.726248,1.2_pointcloud_deskew,0.038
1657065604.726248,1.2_covariance_estimation,0.722
1657065604.726248,1.2_create_factors,0.017
1657065604.726248,1.2_smoother_update,7.581
1657065604.726248,1.3_gnss_injection,0.337
1657065604.726248,1.2_update_frames_calculate_estimate,0.013
1657065604.726248,1.2_update_frames_state_copy,0.005
1657065604.726248,1.2_update_frames_sigma_p,0.066
1657065604.726248,1.2_update_frames,0.109
1657065604.699228,2.1_gnss_araim,0.801
1657065604.726248,2.3_dynamic_al,0.000
1657065604.726248,2.3_state_machine,0.000
1657065604.726248,2.3_integrity_total,0.862
1657065604.726248,1.2_odom_insert_frame,10.570
1657065604.826281,1.1_pointcloud_extract,0.016
1657065604.826281,1.1_cloud_preprocess,1.289
1657065604.826281,1.1_ros_callback_total,1.396
1657065604.826281,1.2_imu_integration,0.088
1657065604.826281,1.2_pointcloud_deskew,0.037
1657065604.826281,1.2_covariance_estimation,0.723
1657065604.826281,1.2_create_factors,0.016
1657065604.826281,1.2_smoother_update,4.440
1657065604.826281,1.3_gnss_injection,0.311
1657065604.826281,1.2_update_frames_calculate_estimate,0.014
1657065604.826281,1.2_update_frames_state_copy,0.005
1657065604.826281,1.2_update_frames_sigma_p,0.032
1657065604.826281,1.2_update_frames,0.075
1657065604.799288,2.1_gnss_araim,0.637
1657065604.826281,2.3_dynamic_al,0.000
1657065604.826281,2.3_state_machine,0.000
1657065604.826281,2.3_integrity_total,0.701
1657065604.826281,1.2_odom_insert_frame,7.058
1657065604.926293,1.1_pointcloud_extract,0.011
1657065604.926293,1.1_cloud_preprocess,1.343
1657065604.926293,1.1_ros_callback_total,1.406
1657065604.926293,1.2_imu_integration,0.091
1657065604.926293,1.2_pointcloud_deskew,0.038
1657065604.926293,1.2_covariance_estimation,0.981
1657065604.926293,1.2_create_factors,0.016
1657065604.926293,1.2_smoother_update,5.153
1657065604.926293,1.3_gnss_injection,0.367
1657065604.926293,1.2_update_frames_calculate_estimate,0.017
1657065604.926293,1.2_update_frames_state_copy,0.006
1657065604.926293,1.2_update_frames_sigma_p,0.116
1657065604.926293,1.2_update_frames,0.170
1657065604.899292,2.1_gnss_araim,0.774
1657065604.926293,2.3_dynamic_al,0.000
1657065604.926293,2.3_state_machine,0.000
1657065604.926293,2.3_integrity_total,0.821
1657065604.926293,1.2_odom_insert_frame,8.767
1657065605.026281,1.1_pointcloud_extract,0.011
1657065605.026281,1.1_cloud_preprocess,1.352
1657065605.026281,1.1_ros_callback_total,1.426
1657065605.026281,1.2_imu_integration,0.074
1657065605.026281,1.2_pointcloud_deskew,0.048
1657065605.026281,1.2_covariance_estimation,0.573
1657065605.026281,1.2_create_factors,0.011
1657065605.026281,1.2_smoother_update,3.874
1657065605.026281,1.3_gnss_injection,0.236
1657065605.026281,1.2_update_frames_calculate_estimate,0.012
1657065605.026281,1.2_update_frames_state_copy,0.005
1657065605.026281,1.2_update_frames_sigma_p,0.028
1657065605.026281,1.2_update_frames,0.061
1657065604.999277,2.1_gnss_araim,0.663
1657065605.026281,2.3_dynamic_al,0.000
1657065605.026281,2.3_state_machine,0.000
1657065605.026281,2.3_integrity_total,0.720
1657065605.026281,1.2_odom_insert_frame,6.217
1657065605.126297,1.1_pointcloud_extract,0.011
1657065605.126297,1.1_cloud_preprocess,1.370
1657065605.126297,1.1_ros_callback_total,1.447
1657065605.126297,1.2_imu_integration,0.089
1657065605.126297,1.2_pointcloud_deskew,0.037
1657065605.126297,1.2_covariance_estimation,1.023
1657065605.126297,1.2_create_factors,0.015
1657065605.126297,1.2_smoother_update,4.511
1657065605.126297,1.3_gnss_injection,0.269
1657065605.126297,1.2_update_frames_calculate_estimate,0.013
1657065605.126297,1.2_update_frames_state_copy,0.005
1657065605.126297,1.2_update_frames_sigma_p,0.019
1657065605.126297,1.2_update_frames,0.053
1657065605.099277,2.1_gnss_araim,0.659
1657065605.126297,2.3_dynamic_al,0.000
1657065605.126297,2.3_state_machine,0.000
1657065605.126297,2.3_integrity_total,0.730
1657065605.126297,1.2_odom_insert_frame,7.336
1657065605.226275,1.1_pointcloud_extract,0.008
1657065605.226275,1.1_cloud_preprocess,1.295
1657065605.226275,1.1_ros_callback_total,1.352
1657065605.226275,1.2_imu_integration,0.089
1657065605.226275,1.2_pointcloud_deskew,0.037
1657065605.226275,1.2_covariance_estimation,0.821
1657065605.226275,1.2_create_factors,0.016
1657065605.226275,1.2_smoother_update,11.133
1657065605.226275,1.3_gnss_injection,0.366
1657065605.226275,1.2_update_frames_calculate_estimate,0.018
1657065605.226275,1.2_update_frames_state_copy,0.006
1657065605.226275,1.2_update_frames_sigma_p,0.146
1657065605.226275,1.2_update_frames,0.199
1657065605.199279,2.1_gnss_araim,0.647
1657065605.226275,2.3_dynamic_al,0.000
1657065605.226275,2.3_state_machine,0.000
1657065605.226275,2.3_integrity_total,0.706
1657065605.226275,1.2_odom_insert_frame,14.529
1657065605.326279,1.1_pointcloud_extract,0.011
1657065605.326279,1.1_cloud_preprocess,1.366
1657065605.326279,1.1_ros_callback_total,1.445
1657065605.326279,1.2_imu_integration,0.090
1657065605.326279,1.2_pointcloud_deskew,0.040
1657065605.326279,1.2_covariance_estimation,0.982
1657065605.326279,1.2_create_factors,0.017
1657065605.326279,1.2_smoother_update,6.419
1657065605.326279,1.3_gnss_injection,0.326
1657065605.326279,1.2_update_frames_calculate_estimate,0.018
1657065605.326279,1.2_update_frames_state_copy,0.007
1657065605.326279,1.2_update_frames_sigma_p,0.033
1657065605.326279,1.2_update_frames,0.083
1657065605.299319,2.1_gnss_araim,0.652
1657065605.326279,2.3_dynamic_al,0.000
1657065605.326279,2.3_state_machine,0.000
1657065605.326279,2.3_integrity_total,0.713
1657065605.326279,1.2_odom_insert_frame,9.348
1657065605.426276,1.1_pointcloud_extract,0.011
1657065605.426276,1.1_cloud_preprocess,1.346
1657065605.426276,1.1_ros_callback_total,1.408
1657065605.426276,1.2_imu_integration,0.090
1657065605.426276,1.2_pointcloud_deskew,0.038
1657065605.426276,1.2_covariance_estimation,0.733
1657065605.426276,1.2_create_factors,0.018
1657065605.426276,1.2_smoother_update,1.049
1657065605.426276,1.3_gnss_injection,0.309
1657065605.426276,1.2_update_frames_calculate_estimate,0.018
1657065605.426276,1.2_update_frames_state_copy,0.007
1657065605.426276,1.2_update_frames_sigma_p,0.032
1657065605.426276,1.2_update_frames,0.082
1657065605.399278,2.1_gnss_araim,0.690
1657065605.426276,2.3_dynamic_al,0.000
1657065605.426276,2.3_state_machine,0.000
1657065605.426276,2.3_integrity_total,0.771
1657065605.426276,1.2_odom_insert_frame,3.823
1657065605.526301,1.1_pointcloud_extract,0.011
1657065605.526301,1.1_cloud_preprocess,1.340
1657065605.526301,1.1_ros_callback_total,1.414
1657065605.526301,1.2_imu_integration,0.090
1657065605.526301,1.2_pointcloud_deskew,0.037
1657065605.526301,1.2_covariance_estimation,0.724
1657065605.526301,1.2_create_factors,0.016
1657065605.526301,1.2_smoother_update,7.756
1657065605.526301,1.3_gnss_injection,0.396
1657065605.526301,1.2_update_frames_calculate_estimate,0.023
1657065605.526301,1.2_update_frames_state_copy,0.008
1657065605.526301,1.2_update_frames_sigma_p,0.422
1657065605.526301,1.2_update_frames,0.490
1657065605.499276,2.1_gnss_araim,0.809
1657065605.526301,2.3_dynamic_al,0.000
1657065605.526301,2.3_state_machine,0.000
1657065605.526301,2.3_integrity_total,0.859
1657065605.526301,1.2_odom_insert_frame,13.117
1657065605.626277,1.1_pointcloud_extract,0.011
1657065605.626277,1.1_cloud_preprocess,1.382
1657065605.626277,1.1_ros_callback_total,1.455
1657065605.626277,1.2_imu_integration,0.128
1657065605.626277,1.2_pointcloud_deskew,0.049
1657065605.626277,1.2_covariance_estimation,0.615
1657065605.626277,1.2_create_factors,0.014
1657065605.626277,1.2_smoother_update,5.841
1657065605.626277,1.3_gnss_injection,0.243
1657065605.626277,1.2_update_frames_calculate_estimate,0.017
1657065605.626277,1.2_update_frames_state_copy,0.006
1657065605.626277,1.2_update_frames_sigma_p,0.029
1657065605.626277,1.2_update_frames,0.068
1657065605.599283,2.1_gnss_araim,0.769
1657065605.626277,2.3_dynamic_al,0.000
1657065605.626277,2.3_state_machine,0.000
1657065605.626277,2.3_integrity_total,0.825
1657065605.626277,1.2_odom_insert_frame,8.315
1657065605.726275,1.1_pointcloud_extract,0.011
1657065605.726275,1.1_cloud_preprocess,1.344
1657065605.726275,1.1_ros_callback_total,1.427
1657065605.726275,1.2_imu_integration,0.090
1657065605.726275,1.2_pointcloud_deskew,0.039
1657065605.726275,1.2_covariance_estimation,0.921
1657065605.726275,1.2_create_factors,0.016
1657065605.726275,1.2_smoother_update,1.110
1657065605.726275,1.3_gnss_injection,0.311
1657065605.726275,1.2_update_frames_calculate_estimate,0.020
1657065605.726275,1.2_update_frames_state_copy,0.008
1657065605.726275,1.2_update_frames_sigma_p,0.035
1657065605.726275,1.2_update_frames,0.088
1657065605.699277,2.1_gnss_araim,0.622
1657065605.726275,2.3_dynamic_al,0.000
1657065605.726275,2.3_state_machine,0.000
1657065605.726275,2.3_integrity_total,0.675
1657065605.726275,1.2_odom_insert_frame,3.997
1657065605.826288,1.1_pointcloud_extract,0.011
1657065605.826288,1.1_cloud_preprocess,1.345
1657065605.826288,1.1_ros_callback_total,1.412
1657065605.826288,1.2_imu_integration,0.091
1657065605.826288,1.2_pointcloud_deskew,0.037
1657065605.826288,1.2_covariance_estimation,0.995
1657065605.826288,1.2_create_factors,0.016
1657065605.826288,1.2_smoother_update,8.962
1657065605.826288,1.3_gnss_injection,0.415
1657065605.826288,1.2_update_frames_calculate_estimate,0.022
1657065605.826288,1.2_update_frames_state_copy,0.008
1657065605.826288,1.2_update_frames_sigma_p,0.022
1657065605.826288,1.2_update_frames,0.078
1657065605.799291,2.1_gnss_araim,0.752
1657065605.826288,2.3_dynamic_al,0.000
1657065605.826288,2.3_state_machine,0.000
1657065605.826288,2.3_integrity_total,0.810
1657065605.826288,1.2_odom_insert_frame,12.066
1657065605.926275,1.1_pointcloud_extract,0.011
1657065605.926275,1.1_cloud_preprocess,1.258
1657065605.926275,1.1_ros_callback_total,1.328
1657065605.926275,1.2_imu_integration,0.090
1657065605.926275,1.2_pointcloud_deskew,0.037
1657065605.926275,1.2_covariance_estimation,0.847
1657065605.926275,1.2_create_factors,0.016
1657065605.926275,1.2_smoother_update,6.706
1657065605.926275,1.3_gnss_injection,0.239
1657065605.926275,1.2_update_frames_calculate_estimate,0.019
1657065605.926275,1.2_update_frames_state_copy,0.007
1657065605.926275,1.2_update_frames_sigma_p,0.029
1657065605.926275,1.2_update_frames,0.073
1657065605.899292,2.1_gnss_araim,0.642
1657065605.926275,2.3_dynamic_al,0.000
1657065605.926275,2.3_state_machine,0.000
1657065605.926275,2.3_integrity_total,0.699
1657065605.926275,1.2_odom_insert_frame,9.293
1657065606.026369,1.1_pointcloud_extract,0.011
1657065606.026369,1.1_cloud_preprocess,1.410
1657065606.026369,1.1_ros_callback_total,1.511
1657065606.026369,1.2_imu_integration,0.074
1657065606.026369,1.2_pointcloud_deskew,0.048
1657065606.026369,1.2_covariance_estimation,0.474
1657065606.026369,1.2_create_factors,0.014
1657065606.026369,1.2_smoother_update,1.002
1657065606.026369,1.3_gnss_injection,0.252
1657065606.026369,1.2_update_frames_calculate_estimate,0.019
1657065606.026369,1.2_update_frames_state_copy,0.007
1657065606.026369,1.2_update_frames_sigma_p,0.030
1657065606.026369,1.2_update_frames,0.077
1657065605.999249,2.1_gnss_araim,1.140
1657065606.026369,2.3_dynamic_al,0.000
1657065606.026369,2.3_state_machine,0.000
1657065606.026369,2.3_integrity_total,1.212
1657065606.026369,1.2_odom_insert_frame,3.768
1657065606.126266,1.1_pointcloud_extract,0.011
1657065606.126266,1.1_cloud_preprocess,1.346
1657065606.126266,1.1_ros_callback_total,1.420
1657065606.126266,1.2_imu_integration,0.091
1657065606.126266,1.2_pointcloud_deskew,0.037
1657065606.126266,1.2_covariance_estimation,0.687
1657065606.126266,1.2_create_factors,0.015
1657065606.126266,1.2_smoother_update,1.223
1657065606.126266,1.3_gnss_injection,0.329
1657065606.126266,1.2_update_frames_calculate_estimate,0.023
1657065606.126266,1.2_update_frames_state_copy,0.009
1657065606.126266,1.2_update_frames_sigma_p,0.033
1657065606.126266,1.2_update_frames,0.091
