stamp,module,elapsed_ms
1657065602.730227,1.1_ros_callback_total,1.392
1657065602.730227,1.2_odom_insert_frame,4.533
1657065602.830418,1.1_pointcloud_extract,0.009
1657065602.830418,1.1_cloud_preprocess,1.140
1657065602.830418,1.1_ros_callback_total,1.201
1657065602.830418,1.2_odom_insert_frame,3.880
1657065602.930386,1.1_pointcloud_extract,0.012
1657065602.930386,1.1_cloud_preprocess,1.264
1657065602.930386,1.1_ros_callback_total,1.390
1657065602.930386,1.2_odom_insert_frame,4.605
1657065603.031227,1.1_pointcloud_extract,0.011
1657065603.031227,1.1_cloud_preprocess,1.267
1657065603.031227,1.1_ros_callback_total,1.350
1657065603.031227,1.2_odom_insert_frame,6.170
1657065603.131277,1.1_pointcloud_extract,0.010
1657065603.131277,1.1_cloud_preprocess,1.308
1657065603.131277,1.1_ros_callback_total,1.386
1657065603.131277,1.2_odom_insert_frame,4.199
1657065603.231276,1.1_pointcloud_extract,0.011
1657065603.231276,1.1_cloud_preprocess,1.254
1657065603.231276,1.1_ros_callback_total,1.341
1657065603.231276,1.2_odom_insert_frame,2.951
1657065603.331273,1.1_pointcloud_extract,0.013
1657065603.331273,1.1_cloud_preprocess,1.321
1657065603.331273,1.1_ros_callback_total,1.417
1657065603.331273,1.2_odom_insert_frame,5.548
1657065603.431274,1.1_pointcloud_extract,0.011
1657065603.431274,1.1_cloud_preprocess,1.273
1657065603.431274,1.1_ros_callback_total,1.371
1657065603.431274,1.2_odom_insert_frame,3.116
1657065603.531274,1.1_pointcloud_extract,0.011
1657065603.531274,1.1_cloud_preprocess,1.263
1657065603.531274,1.1_ros_callback_total,1.352
1657065603.531274,1.2_covariance_estimation,0.530
1657065603.531274,1.2_create_factors,0.003
1657065603.531274,1.2_smoother_update,0.138
1657065603.531274,1.2_update_frames_calculate_estimate,0.009
1657065603.531274,1.2_update_frames_state_copy,0.013
1657065603.531274,1.2_update_frames_sigma_p,0.260
1657065603.531274,1.2_update_frames,0.306
1657065603.531274,1.2_odom_insert_frame,10.812
1657065603.631277,1.1_pointcloud_extract,0.009
1657065603.631277,1.1_cloud_preprocess,1.360
1657065603.631277,1.1_ros_callback_total,1.429
1657065603.631277,1.2_imu_integration,0.095
1657065603.631277,1.2_pointcloud_deskew,0.048
1657065603.631277,1.2_covariance_estimation,0.660
1657065603.631277,1.2_create_factors,0.017
1657065603.631277,1.2_smoother_update,0.659
1657065603.631277,1.3_gnss_injection,0.241
1657065603.631277,1.2_update_frames_calculate_estimate,0.002
1657065603.631277,1.2_update_frames_state_copy,0.002
1657065603.631277,1.2_update_frames_sigma_p,0.016
1657065603.631277,1.2_update_frames,0.032
1657065603.613353,2.1_gnss_araim,1.402
1657065603.631277,2.3_dynamic_al,0.001
1657065603.631277,2.3_state_machine,0.001
1657065603.631277,2.3_integrity_total,1.692
1657065603.631277,1.2_odom_insert_frame,4.078
1657065603.730278,1.1_pointcloud_extract,0.008
1657065603.730278,1.1_cloud_preprocess,1.276
1657065603.730278,1.1_ros_callback_total,1.352
1657065603.730278,1.2_imu_integration,0.077
1657065603.730278,1.2_pointcloud_deskew,0.054
1657065603.730278,1.2_covariance_estimation,0.542
1657065603.730278,1.2_create_factors,0.013
1657065603.730278,1.2_smoother_update,1.231
1657065603.730278,1.3_gnss_injection,0.227
1657065603.730278,1.2_update_frames_calculate_estimate,0.003
1657065603.730278,1.2_update_frames_state_copy,0.002
1657065603.730278,1.2_update_frames_sigma_p,0.025
1657065603.730278,1.2_update_frames,0.042
1657065603.713275,2.1_gnss_araim,0.663
1657065603.730278,2.3_dynamic_al,0.000
1657065603.730278,2.3_state_machine,0.000
1657065603.730278,2.3_integrity_total,0.723
1657065603.730278,1.2_odom_insert_frame,3.506
1657065603.830276,1.1_pointcloud_extract,0.012
1657065603.830276,1.1_cloud_preprocess,1.169
1657065603.830276,1.1_ros_callback_total,1.224
1657065603.830276,1.2_imu_integration,0.089
1657065603.830276,1.2_pointcloud_deskew,0.049
1657065603.830276,1.2_covariance_estimation,0.713
1657065603.830276,1.2_create_factors,0.017
1657065603.830276,1.2_smoother_update,1.649
1657065603.830276,1.3_gnss_injection,0.301
1657065603.830276,1.2_update_frames_calculate_estimate,0.004
1657065603.830276,1.2_update_frames_state_copy,0.002
1657065603.830276,1.2_update_frames_sigma_p,0.022
1657065603.830276,1.2_update_frames,0.053
1657065603.813274,2.1_gnss_araim,0.608
1657065603.830276,2.3_dynamic_al,0.000
1657065603.830276,2.3_state_machine,0.000
1657065603.830276,2.3_integrity_total,0.658
1657065603.830276,1.2_odom_insert_frame,3.996
1657065603.930290,1.1_pointcloud_extract,0.009
1657065603.930290,1.1_cloud_preprocess,1.285
1657065603.930290,1.1_ros_callback_total,1.351
1657065603.930290,1.2_imu_integration,0.120
1657065603.930290,1.2_pointcloud_deskew,0.037
1657065603.930290,1.2_covariance_estimation,0.546
1657065603.930290,1.2_create_factors,0.014
1657065603.930290,1.2_smoother_update,1.644
1657065603.930290,1.3_gnss_injection,0.225
1657065603.930290,1.2_update_frames_calculate_estimate,0.005
1657065603.930290,1.2_update_frames_state_copy,0.002
1657065603.930290,1.2_update_frames_sigma_p,0.047
1657065603.930290,1.2_update_frames,0.070
1657065603.913274,2.1_gnss_araim,0.644
1657065603.930290,2.3_dynamic_al,0.000
1657065603.930290,2.3_state_machine,0.000
1657065603.930290,2.3_integrity_total,0.701
1657065603.930290,1.2_odom_insert_frame,3.981
1657065604.031280,1.1_pointcloud_extract,0.011
1657065604.031280,1.1_cloud_preprocess,1.285
1657065604.031280,1.1_ros_callback_total,1.360
1657065604.031280,1.2_imu_integration,0.090
1657065604.031280,1.2_pointcloud_deskew,0.037
1657065604.031280,1.2_covariance_estimation,0.757
1657065604.031280,1.2_create_factors,0.016
1657065604.031280,1.2_smoother_update,3.489
1657065604.031280,1.3_gnss_injection,0.302
1657065604.031280,1.2_update_frames_calculate_estimate,0.007
1657065604.031280,1.2_update_frames_state_copy,0.003
1657065604.031280,1.2_update_frames_sigma_p,0.076
1657065604.031280,1.2_update_frames,0.110
1657065604.013279,2.1_gnss_araim,0.638
1657065604.031280,2.3_dynamic_al,0.000
1657065604.031280,2.3_state_machine,0.000
1657065604.031280,2.3_integrity_total,0.697
1657065604.031280,1.2_odom_insert_frame,6.202
1657065604.131274,1.1_pointcloud_extract,0.011
1657065604.131274,1.1_cloud_preprocess,1.364
1657065604.131274,1.1_ros_callback_total,1.443
1657065604.131274,1.2_imu_integration,0.089
1657065604.131274,1.2_pointcloud_deskew,0.037
1657065604.131274,1.2_covariance_estimation,0.718
1657065604.131274,1.2_create_factors,0.015
1657065604.131274,1.2_smoother_update,4.181
1657065604.131274,1.3_gnss_injection,0.308
1657065604.131274,1.2_update_frames_calculate_estimate,0.009
1657065604.131274,1.2_update_frames_state_copy,0.004
1657065604.131274,1.2_update_frames_sigma_p,0.100
1657065604.131274,1.2_update_frames,0.139
1657065604.113273,2.1_gnss_araim,0.633
1657065604.131274,2.3_dynamic_al,0.000
1657065604.131274,2.3_state_machine,0.000
1657065604.131274,2.3_integrity_total,0.680
1657065604.131274,1.2_odom_insert_frame,7.072
1657065604.231275,1.1_pointcloud_extract,0.012
1657065604.231275,1.1_cloud_preprocess,1.351
1657065604.231275,1.1_ros_callback_total,1.428
1657065604.231275,1.2_imu_integration,0.076
1657065604.231275,1.2_pointcloud_deskew,0.046
1657065604.231275,1.2_covariance_estimation,0.885
1657065604.231275,1.2_create_factors,0.011
1657065604.231275,1.2_smoother_update,3.657
1657065604.231275,1.3_gnss_injection,0.235
1657065604.231275,1.2_update_frames_calculate_estimate,0.007
1657065604.231275,1.2_update_frames_state_copy,0.003
1657065604.231275,1.2_update_frames_sigma_p,0.018
1657065604.231275,1.2_update_frames,0.042
1657065604.213275,2.1_gnss_araim,0.601
1657065604.231275,2.3_dynamic_al,0.000
1657065604.231275,2.3_state_machine,0.000
1657065604.231275,2.3_integrity_total,0.661
1657065604.231275,1.2_odom_insert_frame,6.012
1657065604.331217,1.1_pointcloud_extract,0.010
1657065604.331217,1.1_cloud_preprocess,1.370
1657065604.331217,1.1_ros_callback_total,1.434
1657065604.331217,1.2_imu_integration,0.079
1657065604.331217,1.2_pointcloud_deskew,0.049
1657065604.331217,1.2_covariance_estimation,0.688
1657065604.331217,1.2_create_factors,0.017
1657065604.331217,1.2_smoother_update,5.400
1657065604.331217,1.3_gnss_injection,0.317
1657065604.331217,1.2_update_frames_calculate_estimate,0.009
1657065604.331217,1.2_update_frames_state_copy,0.004
1657065604.331217,1.2_update_frames_sigma_p,0.022
1657065604.331217,1.2_update_frames,0.059
1657065604.313243,2.1_gnss_araim,0.599
1657065604.331217,2.3_dynamic_al,0.000
1657065604.331217,2.3_state_machine,0.000
1657065604.331217,2.3_integrity_total,0.643
1657065604.331217,1.2_odom_insert_frame,7.804
1657065604.431236,1.1_pointcloud_extract,0.011
1657065604.431236,1.1_cloud_preprocess,1.342
1657065604.431236,1.1_ros_callback_total,1.420
1657065604.431236,1.2_imu_integration,0.089
1657065604.431236,1.2_pointcloud_deskew,0.037
1657065604.431236,1.2_covariance_estimation,0.901
1657065604.431236,1.2_create_factors,0.015
1657065604.431236,1.2_smoother_update,6.061
1657065604.431236,1.3_gnss_injection,0.319
1657065604.431236,1.2_update_frames_calculate_estimate,0.011
1657065604.431236,1.2_update_frames_state_copy,0.004
1657065604.431236,1.2_update_frames_sigma_p,0.215
1657065604.431236,1.2_update_frames,0.257
1657065604.413259,2.1_gnss_araim,0.772
1657065604.431236,2.3_dynamic_al,0.000
1657065604.431236,2.3_state_machine,0.000
1657065604.431236,2.3_integrity_total,0.830
1657065604.431236,1.2_odom_insert_frame,10.042
1657065604.531254,1.1_pointcloud_extract,0.012
1657065604.531254,1.1_cloud_preprocess,1.343
1657065604.531254,1.1_ros_callback_total,1.430
1657065604.531254,1.2_imu_integration,0.089
1657065604.531254,1.2_pointcloud_deskew,0.038
1657065604.531254,1.2_covariance_estimation,0.907
1657065604.531254,1.2_create_factors,0.015
1657065604.531254,1.2_smoother_update,6.840
1657065604.531254,1.3_gnss_injection,0.325
1657065604.531254,1.2_update_frames_calculate_estimate,0.011
1657065604.531254,1.2_update_frames_state_copy,0.005
1657065604.531254,1.2_update_frames_sigma_p,0.022
1657065604.531254,1.2_update_frames,0.061
1657065604.513257,2.1_gnss_araim,0.636
1657065604.531254,2.3_dynamic_al,0.000
1657065604.531254,2.3_state_machine,0.000
1657065604.531254,2.3_integrity_total,0.704
1657065604.531254,1.2_odom_insert_frame,9.477
1657065604.631292,1.1_pointcloud_extract,0.010
1657065604.631292,1.1_cloud_preprocess,1.416
1657065604.631292,1.1_ros_callback_total,1.502
1657065604.631292,1.2_imu_integration,0.092
1657065604.631292,1.2_pointcloud_deskew,0.037
1657065604.631292,1.2_covariance_estimation,0.722
1657065604.631292,1.2_create_factors,0.016
1657065604.631292,1.2_smoother_update,4.136
1657065604.631292,1.3_gnss_injection,0.323
1657065604.631292,1.2_update_frames_calculate_estimate,0.013
1657065604.631292,1.2_update_frames_state_copy,0.005
1657065604.631292,1.2_update_frames_sigma_p,0.032
1657065604.631292,1.2_update_frames,0.074
1657065604.613297,2.1_gnss_araim,0.620
1657065604.631292,2.3_dynamic_al,0.000
1657065604.631292,2.3_state_machine,0.000
1657065604.631292,2.3_integrity_total,0.686
1657065604.631292,1.2_odom_insert_frame,6.665
1657065604.731281,1.1_pointcloud_extract,0.008
1657065604.731281,1.1_cloud_preprocess,1.259
1657065604.731281,1.1_ros_callback_total,1.316
1657065604.731281,1.2_imu_integration,0.183
1657065604.731281,1.2_pointcloud_deskew,0.051
1657065604.731281,1.2_covariance_estimation,0.761
1657065604.731281,1.2_create_factors,0.015
1657065604.731281,1.2_smoother_update,4.628
1657065604.731281,1.3_gnss_injection,0.332
1657065604.731281,1.2_update_frames_calculate_estimate,0.013
1657065604.731281,1.2_update_frames_state_copy,0.005
1657065604.731281,1.2_update_frames_sigma_p,0.049
1657065604.731281,1.2_update_frames,0.092
1657065604.713280,2.1_gnss_araim,0.621
1657065604.731281,2.3_dynamic_al,0.000
1657065604.731281,2.3_state_machine,0.000
1657065604.731281,2.3_integrity_total,0.666
1657065604.731281,1.2_odom_insert_frame,7.459
1657065604.830280,1.1_pointcloud_extract,0.012
1657065604.830280,1.1_cloud_preprocess,1.362
1657065604.830280,1.1_ros_callback_total,1.435
1657065604.830280,1.2_imu_integration,0.089
1657065604.830280,1.2_pointcloud_deskew,0.038
1657065604.830280,1.2_covariance_estimation,0.723
1657065604.830280,1.2_create_factors,0.015
1657065604.830280,1.2_smoother_update,4.800
1657065604.830280,1.3_gnss_injection,0.317
1657065604.830280,1.2_update_frames_calculate_estimate,0.014
1657065604.830280,1.2_update_frames_state_copy,0.005
1657065604.830280,1.2_update_frames_sigma_p,0.032
1657065604.830280,1.2_update_frames,0.079
1657065604.813276,2.1_gnss_araim,0.745
1657065604.830280,2.3_dynamic_al,0.000
1657065604.830280,2.3_state_machine,0.000
1657065604.830280,2.3_integrity_total,0.807
1657065604.830280,1.2_odom_insert_frame,7.452
1657065604.930279,1.1_pointcloud_extract,0.009
1657065604.930279,1.1_cloud_preprocess,1.316
1657065604.930279,1.1_ros_callback_total,1.362
1657065604.930279,1.2_imu_integration,0.090
1657065604.930279,1.2_pointcloud_deskew,0.049
1657065604.930279,1.2_covariance_estimation,0.710
1657065604.930279,1.2_create_factors,0.017
1657065604.930279,1.2_smoother_update,5.506
1657065604.930279,1.3_gnss_injection,0.358
1657065604.930279,1.2_update_frames_calculate_estimate,0.015
1657065604.930279,1.2_update_frames_state_copy,0.006
1657065604.930279,1.2_update_frames_sigma_p,0.088
1657065604.930279,1.2_update_frames,0.135
1657065604.913294,2.1_gnss_araim,0.599
1657065604.930279,2.3_dynamic_al,0.000
1657065604.930279,2.3_state_machine,0.000
1657065604.930279,2.3_integrity_total,0.645
1657065604.930279,1.2_odom_insert_frame,8.469
1657065605.031229,1.1_pointcloud_extract,0.011
1657065605.031229,1.1_cloud_preprocess,1.326
1657065605.031229,1.1_ros_callback_total,1.398
1657065605.031229,1.2_imu_integration,0.090
1657065605.031229,1.2_pointcloud_deskew,0.037
1657065605.031229,1.2_covariance_estimation,0.737
1657065605.031229,1.2_create_factors,0.014
1657065605.031229,1.2_smoother_update,7.852
1657065605.031229,1.3_gnss_injection,0.265
1657065605.031229,1.2_update_frames_calculate_estimate,0.013
1657065605.031229,1.2_update_frames_state_copy,0.005
1657065605.031229,1.2_update_frames_sigma_p,0.020
1657065605.031229,1.2_update_frames,0.052
1657065605.013294,2.1_gnss_araim,0.753
1657065605.031229,2.3_dynamic_al,0.000
1657065605.031229,2.3_state_machine,0.000
1657065605.031229,2.3_integrity_total,0.795
1657065605.031229,1.2_odom_insert_frame,10.318
1657065605.131378,1.1_pointcloud_extract,0.009
1657065605.131378,1.1_cloud_preprocess,1.241
1657065605.131378,1.1_ros_callback_total,1.303
1657065605.131378,1.2_imu_integration,0.075
1657065605.131378,1.2_pointcloud_deskew,0.049
1657065605.131378,1.2_covariance_estimation,0.606
1657065605.131378,1.2_create_factors,0.013
1657065605.131378,1.2_smoother_update,4.604
1657065605.131378,1.3_gnss_injection,0.235
1657065605.131378,1.2_update_frames_calculate_estimate,0.014
1657065605.131378,1.2_update_frames_state_copy,0.005
1657065605.131378,1.2_update_frames_sigma_p,0.027
1657065605.131378,1.2_update_frames,0.062
1657065605.113338,2.1_gnss_araim,0.701
1657065605.131378,2.3_dynamic_al,0.000
1657065605.131378,2.3_state_machine,0.000
1657065605.131378,2.3_integrity_total,0.772
1657065605.131378,1.2_odom_insert_frame,6.898
1657065605.231382,1.1_pointcloud_extract,0.012
1657065605.231382,1.1_cloud_preprocess,1.375
1657065605.231382,1.1_ros_callback_total,1.455
1657065605.231382,1.2_imu_integration,0.074
1657065605.231382,1.2_pointcloud_deskew,0.045
1657065605.231382,1.2_covariance_estimation,0.558
1657065605.231382,1.2_create_factors,0.011
1657065605.231382,1.2_smoother_update,0.832
1657065605.231382,1.3_gnss_injection,0.231
1657065605.231382,1.2_update_frames_calculate_estimate,0.014
1657065605.231382,1.2_update_frames_state_copy,0.005
1657065605.231382,1.2_update_frames_sigma_p,0.029
1657065605.231382,1.2_update_frames,0.063
1657065605.213257,2.1_gnss_araim,0.657
1657065605.231382,2.3_dynamic_al,0.000
1657065605.231382,2.3_state_machine,0.000
1657065605.231382,2.3_integrity_total,0.706
1657065605.231382,1.2_odom_insert_frame,3.098
1657065605.331218,1.1_pointcloud_extract,0.011
1657065605.331218,1.1_cloud_preprocess,1.349
1657065605.331218,1.1_ros_callback_total,1.414
1657065605.331218,1.2_imu_integration,0.091
1657065605.331218,1.2_pointcloud_deskew,0.037
1657065605.331218,1.2_covariance_estimation,0.961
1657065605.331218,1.2_create_factors,0.014
1657065605.331218,1.2_smoother_update,7.127
1657065605.331218,1.3_gnss_injection,0.379
1657065605.331218,1.2_update_frames_calculate_estimate,0.019
1657065605.331218,1.2_update_frames_state_copy,0.007
1657065605.331218,1.2_update_frames_sigma_p,0.022
1657065605.331218,1.2_update_frames,0.072
1657065605.313372,2.1_gnss_araim,0.862
1657065605.331218,2.3_dynamic_al,0.000
1657065605.331218,2.3_state_machine,0.000
1657065605.331218,2.3_integrity_total,0.921
1657065605.331218,1.2_odom_insert_frame,10.249
1657065605.431276,1.1_pointcloud_extract,0.011
1657065605.431276,1.1_cloud_preprocess,1.328
1657065605.431276,1.1_ros_callback_total,1.409
1657065605.431276,1.2_imu_integration,0.089
1657065605.431276,1.2_pointcloud_deskew,0.037
1657065605.431276,1.2_covariance_estimation,0.916
1657065605.431276,1.2_create_factors,0.015
1657065605.431276,1.2_smoother_update,7.118
1657065605.431276,1.3_gnss_injection,0.336
1657065605.431276,1.2_update_frames_calculate_estimate,0.025
1657065605.431276,1.2_update_frames_state_copy,0.008
1657065605.431276,1.2_update_frames_sigma_p,0.038
1657065605.431276,1.2_update_frames,0.101
1657065605.413247,2.1_gnss_araim,0.759
1657065605.431276,2.3_dynamic_al,0.000
1657065605.431276,2.3_state_machine,0.000
1657065605.431276,2.3_integrity_total,0.822
1657065605.431276,1.2_odom_insert_frame,10.129
1657065605.531276,1.1_pointcloud_extract,0.011
1657065605.531276,1.1_cloud_preprocess,1.343
1657065605.531276,1.1_ros_callback_total,1.419
1657065605.531276,1.2_imu_integration,0.089
1657065605.531276,1.2_pointcloud_deskew,0.037
1657065605.531276,1.2_covariance_estimation,0.922
1657065605.531276,1.2_create_factors,0.015
1657065605.531276,1.2_smoother_update,1.088
1657065605.531276,1.3_gnss_injection,0.316
1657065605.531276,1.2_update_frames_calculate_estimate,0.020
1657065605.531276,1.2_update_frames_state_copy,0.007
1657065605.531276,1.2_update_frames_sigma_p,0.033
1657065605.531276,1.2_update_frames,0.084
1657065605.513315,2.1_gnss_araim,0.647
1657065605.531276,2.3_dynamic_al,0.000
1657065605.531276,2.3_state_machine,0.000
1657065605.531276,2.3_integrity_total,0.693
1657065605.531276,1.2_odom_insert_frame,3.973
1657065605.631275,1.1_pointcloud_extract,0.009
1657065605.631275,1.1_cloud_preprocess,1.222
1657065605.631275,1.1_ros_callback_total,1.286
1657065605.631275,1.2_imu_integration,0.069
1657065605.631275,1.2_pointcloud_deskew,0.045
1657065605.631275,1.2_covariance_estimation,0.600
1657065605.631275,1.2_create_factors,0.012
1657065605.631275,1.2_smoother_update,6.651
1657065605.631275,1.3_gnss_injection,0.295
1657065605.631275,1.2_update_frames_calculate_estimate,0.018
1657065605.631275,1.2_update_frames_state_copy,0.006
1657065605.631275,1.2_update_frames_sigma_p,0.020
1657065605.631275,1.2_update_frames,0.059
1657065605.613297,2.1_gnss_araim,0.646
1657065605.631275,2.3_dynamic_al,0.000
1657065605.631275,2.3_state_machine,0.000
1657065605.631275,2.3_integrity_total,0.734
1657065605.631275,1.2_odom_insert_frame,8.922
1657065605.731275,1.1_pointcloud_extract,0.010
1657065605.731275,1.1_cloud_preprocess,1.358
1657065605.731275,1.1_ros_callback_total,1.431
1657065605.731275,1.2_imu_integration,0.089
1657065605.731275,1.2_pointcloud_deskew,0.037
1657065605.731275,1.2_covariance_estimation,0.717
1657065605.731275,1.2_create_factors,0.016
1657065605.731275,1.2_smoother_update,8.447
1657065605.731275,1.3_gnss_injection,0.339
1657065605.731275,1.2_update_frames_calculate_estimate,0.023
1657065605.731275,1.2_update_frames_state_copy,0.008
1657065605.731275,1.2_update_frames_sigma_p,0.034
1657065605.731275,1.2_update_frames,0.091
1657065605.713275,2.1_gnss_araim,0.784
1657065605.731275,2.3_dynamic_al,0.000
1657065605.731275,2.3_state_machine,0.000
1657065605.731275,2.3_integrity_total,0.838
1657065605.731275,1.2_odom_insert_frame,11.338
1657065605.831276,1.1_pointcloud_extract,0.011
1657065605.831276,1.1_cloud_preprocess,1.333
1657065605.831276,1.1_ros_callback_total,1.398
1657065605.831276,1.2_imu_integration,0.083
1657065605.831276,1.2_pointcloud_deskew,0.051
1657065605.831276,1.2_covariance_estimation,1.049
1657065605.831276,1.2_create_factors,0.016
1657065605.831276,1.2_smoother_update,1.141
1657065605.831276,1.3_gnss_injection,0.315
1657065605.831276,1.2_update_frames_calculate_estimate,0.023
1657065605.831276,1.2_update_frames_state_copy,0.008
1657065605.831276,1.2_update_frames_sigma_p,0.034
1657065605.831276,1.2_update_frames,0.090
1657065605.813285,2.1_gnss_araim,0.628
1657065605.831276,2.3_dynamic_al,0.000
1657065605.831276,2.3_state_machine,0.000
1657065605.831276,2.3_integrity_total,0.685
1657065605.831276,1.2_odom_insert_frame,4.104
1657065605.931276,1.1_pointcloud_extract,0.011
1657065605.931276,1.1_cloud_preprocess,1.392
1657065605.931276,1.1_ros_callback_total,1.469
1657065605.931276,1.2_imu_integration,0.091
1657065605.931276,1.2_pointcloud_deskew,0.037
1657065605.931276,1.2_covariance_estimation,0.700
1657065605.931276,1.2_create_factors,0.016
1657065605.931276,1.2_smoother_update,1.183
1657065605.931276,1.3_gnss_injection,0.327
1657065605.931276,1.2_update_frames_calculate_estimate,0.022
1657065605.931276,1.2_update_frames_state_copy,0.009
1657065605.931276,1.2_update_frames_sigma_p,0.035
1657065605.931276,1.2_update_frames,0.093
1657065605.913274,2.1_gnss_araim,0.765
1657065605.931276,2.3_dynamic_al,0.000
1657065605.931276,2.3_state_machine,0.000
1657065605.931276,2.3_integrity_total,0.825
1657065605.931276,1.2_odom_insert_frame,4.070
1657065606.031275,1.1_pointcloud_extract,0.011
1657065606.031275,1.1_cloud_preprocess,1.337
1657065606.031275,1.1_ros_callback_total,1.413
1657065606.031275,1.2_imu_integration,0.092
1657065606.031275,1.2_pointcloud_deskew,0.037
1657065606.031275,1.2_covariance_estimation,1.038
1657065606.031275,1.2_create_factors,0.016
1657065606.031275,1.2_smoother_update,1.190
1657065606.031275,1.3_gnss_injection,0.316
1657065606.031275,1.2_update_frames_calculate_estimate,0.024
1657065606.031275,1.2_update_frames_state_copy,0.009
1657065606.031275,1.2_update_frames_sigma_p,0.034
1657065606.031275,1.2_update_frames,0.093
1657065606.013290,2.1_gnss_araim,0.626
1657065606.031275,2.3_dynamic_al,0.000
1657065606.031275,2.3_state_machine,0.000
1657065606.031275,2.3_integrity_total,0.688
1657065606.031275,1.2_odom_insert_frame,4.197
