stamp,module,elapsed_ms
1657065606.032297,2.3_state_machine,0.000
1657065606.032297,2.3_integrity_total,0.668
1657065606.032297,1.2_odom_insert_frame,4.027
1657065606.132262,1.1_pointcloud_extract,0.011
1657065606.132262,1.1_cloud_preprocess,1.345
1657065606.132262,1.1_ros_callback_total,1.448
1657065606.132262,1.2_imu_integration,0.073
1657065606.132262,1.2_pointcloud_deskew,0.048
1657065606.132262,1.2_covariance_estimation,0.591
1657065606.132262,1.2_create_factors,0.010
1657065606.132262,1.2_smoother_update,0.996
1657065606.132262,1.3_gnss_injection,0.241
1657065606.132262,1.2_update_frames_calculate_estimate,0.019
1657065606.132262,1.2_update_frames_state_copy,0.007
1657065606.132262,1.2_update_frames_sigma_p,0.029
1657065606.132262,1.2_update_frames,0.072
1657065606.110276,2.1_gnss_araim,0.682
1657065606.132262,2.3_dynamic_al,0.000
1657065606.132262,2.3_state_machine,0.000
1657065606.132262,2.3_integrity_total,0.798
1657065606.132262,1.2_odom_insert_frame,3.583
1657065606.232339,1.1_pointcloud_extract,0.011
1657065606.232339,1.1_cloud_preprocess,1.345
1657065606.232339,1.1_ros_callback_total,1.442
1657065606.232339,1.2_imu_integration,0.089
1657065606.232339,1.2_pointcloud_deskew,0.038
1657065606.232339,1.2_covariance_estimation,0.885
1657065606.232339,1.2_create_factors,0.015
1657065606.232339,1.2_smoother_update,1.258
1657065606.232339,1.3_gnss_injection,0.337
1657065606.232339,1.2_update_frames_calculate_estimate,0.025
1657065606.232339,1.2_update_frames_state_copy,0.010
1657065606.232339,1.2_update_frames_sigma_p,0.034
1657065606.232339,1.2_update_frames,0.096
1657065606.210339,2.1_gnss_araim,0.647
1657065606.232339,2.3_dynamic_al,0.000
1657065606.232339,2.3_state_machine,0.000
1657065606.232339,2.3_integrity_total,0.708
1657065606.232339,1.2_odom_insert_frame,4.203
1657065606.332220,1.1_pointcloud_extract,0.011
1657065606.332220,1.1_cloud_preprocess,1.399
1657065606.332220,1.1_ros_callback_total,1.475
1657065606.332220,1.2_imu_integration,0.084
1657065606.332220,1.2_pointcloud_deskew,0.050
1657065606.332220,1.2_covariance_estimation,0.611
1657065606.332220,1.2_create_factors,0.011
1657065606.332220,1.2_smoother_update,1.015
1657065606.332220,1.3_gnss_injection,0.239
1657065606.332220,1.2_update_frames_calculate_estimate,0.021
1657065606.332220,1.2_update_frames_state_copy,0.008
1657065606.332220,1.2_update_frames_sigma_p,0.030
1657065606.332220,1.2_update_frames,0.076
1657065606.310285,2.1_gnss_araim,0.671
1657065606.332220,2.3_dynamic_al,0.000
1657065606.332220,2.3_state_machine,0.000
1657065606.332220,2.3_integrity_total,0.729
1657065606.332220,1.2_odom_insert_frame,3.523
1657065606.432225,1.1_pointcloud_extract,0.010
1657065606.432225,1.1_cloud_preprocess,1.294
1657065606.432225,1.1_ros_callback_total,1.370
1657065606.432225,1.2_imu_integration,0.073
1657065606.432225,1.2_pointcloud_deskew,0.047
1657065606.432225,1.2_covariance_estimation,0.736
1657065606.432225,1.2_create_factors,0.012
1657065606.432225,1.2_smoother_update,1.045
1657065606.432225,1.3_gnss_injection,0.238
1657065606.432225,1.2_update_frames_calculate_estimate,0.021
1657065606.432225,1.2_update_frames_state_copy,0.008
1657065606.432225,1.2_update_frames_sigma_p,0.030
1657065606.432225,1.2_update_frames,0.075
1657065606.410295,2.1_gnss_araim,0.687
1657065606.432225,2.3_dynamic_al,0.000
1657065606.432225,2.3_state_machine,0.000
1657065606.432225,2.3_integrity_total,0.748
1657065606.432225,1.2_odom_insert_frame,3.572
1657065606.532275,1.1_pointcloud_extract,0.012
1657065606.532275,1.1_cloud_preprocess,1.336
1657065606.532275,1.1_ros_callback_total,1.440
1657065606.532275,1.2_imu_integration,0.090
1657065606.532275,1.2_pointcloud_deskew,0.038
1657065606.532275,1.2_covariance_estimation,0.861
1657065606.532275,1.2_create_factors,0.016
1657065606.532275,1.2_smoother_update,1.361
1657065606.532275,1.3_gnss_injection,0.344
1657065606.532275,1.2_update_frames_calculate_estimate,0.028
1657065606.532275,1.2_update_frames_state_copy,0.010
1657065606.532275,1.2_update_frames_sigma_p,0.034
1657065606.532275,1.2_update_frames,0.099
1657065606.510223,2.1_gnss_araim,0.725
1657065606.532275,2.3_dynamic_al,0.000
1657065606.532275,2.3_state_machine,0.000
1657065606.532275,2.3_integrity_total,0.788
1657065606.532275,1.2_odom_insert_frame,4.552
1657065606.632296,1.1_pointcloud_extract,0.011
1657065606.632296,1.1_cloud_preprocess,1.338
1657065606.632296,1.1_ros_callback_total,1.426
1657065606.632296,1.2_imu_integration,0.090
1657065606.632296,1.2_pointcloud_deskew,0.038
1657065606.632296,1.2_covariance_estimation,0.873
1657065606.632296,1.2_create_factors,0.016
1657065606.632296,1.2_smoother_update,14.486
1657065606.632296,1.3_gnss_injection,0.507
1657065606.632296,1.2_update_frames_calculate_estimate,0.036
1657065606.632296,1.2_update_frames_state_copy,0.012
1657065606.632296,1.2_update_frames_sigma_p,0.025
1657065606.632296,1.2_update_frames,0.103
1657065606.610283,2.1_gnss_araim,0.666
1657065606.632296,2.3_dynamic_al,0.000
1657065606.632296,2.3_state_machine,0.000
1657065606.632296,2.3_integrity_total,0.731
1657065606.632296,1.2_odom_insert_frame,17.778
1657065606.732285,1.1_pointcloud_extract,0.011
1657065606.732285,1.1_cloud_preprocess,1.390
1657065606.732285,1.1_ros_callback_total,1.492
1657065606.732285,1.2_imu_integration,0.077
1657065606.732285,1.2_pointcloud_deskew,0.048
1657065606.732285,1.2_covariance_estimation,0.521
1657065606.732285,1.2_create_factors,0.011
1657065606.732285,1.2_smoother_update,10.017
1657065606.732285,1.3_gnss_injection,0.265
1657065606.732285,1.2_update_frames_calculate_estimate,0.025
1657065606.732285,1.2_update_frames_state_copy,0.009
1657065606.732285,1.2_update_frames_sigma_p,0.031
1657065606.732285,1.2_update_frames,0.084
1657065606.710284,2.1_gnss_araim,0.767
1657065606.732285,2.3_dynamic_al,0.000
1657065606.732285,2.3_state_machine,0.000
1657065606.732285,2.3_integrity_total,0.831
1657065606.732285,1.2_odom_insert_frame,12.529
1657065606.832315,1.1_pointcloud_extract,0.010
1657065606.832315,1.1_cloud_preprocess,1.324
1657065606.832315,1.1_ros_callback_total,1.413
1657065606.832315,1.2_imu_integration,0.097
1657065606.832315,1.2_pointcloud_deskew,0.038
1657065606.832315,1.2_covariance_estimation,0.816
1657065606.832315,1.2_create_factors,0.017
1657065606.832315,1.2_smoother_update,1.495
1657065606.832315,1.3_gnss_injection,0.337
1657065606.832315,1.2_update_frames_calculate_estimate,0.035
1657065606.832315,1.2_update_frames_state_copy,0.012
1657065606.832315,1.2_update_frames_sigma_p,0.040
1657065606.832315,1.2_update_frames,0.120
1657065606.810282,2.1_gnss_araim,0.811
1657065606.832315,2.3_dynamic_al,0.000
1657065606.832315,2.3_state_machine,0.000
1657065606.832315,2.3_integrity_total,0.863
1657065606.832315,1.2_odom_insert_frame,4.787
1657065606.932290,1.1_pointcloud_extract,0.011
1657065606.932290,1.1_cloud_preprocess,1.345
1657065606.932290,1.1_ros_callback_total,1.443
1657065606.932290,1.2_imu_integration,0.090
1657065606.932290,1.2_pointcloud_deskew,0.040
1657065606.932290,1.2_covariance_estimation,0.621
1657065606.932290,1.2_create_factors,0.018
1657065606.932290,1.2_smoother_update,1.490
1657065606.932290,1.3_gnss_injection,0.339
1657065606.932290,1.2_update_frames_calculate_estimate,0.031
1657065606.932290,1.2_update_frames_state_copy,0.012
1657065606.932290,1.2_update_frames_sigma_p,0.034
1657065606.932290,1.2_update_frames,0.104
1657065606.910235,2.1_gnss_araim,0.642
1657065606.932290,2.3_dynamic_al,0.000
1657065606.932290,2.3_state_machine,0.000
1657065606.932290,2.3_integrity_total,0.709
1657065606.932290,1.2_odom_insert_frame,4.390
1657065607.032239,1.1_pointcloud_extract,0.012
1657065607.032239,1.1_cloud_preprocess,1.360
1657065607.032239,1.1_ros_callback_total,1.451
1657065607.032239,1.2_imu_integration,0.080
1657065607.032239,1.2_pointcloud_deskew,0.048
1657065607.032239,1.2_covariance_estimation,0.881
1657065607.032239,1.2_create_factors,0.019
1657065607.032239,1.2_smoother_update,16.243
1657065607.032239,1.3_gnss_injection,0.548
1657065607.032239,1.2_update_frames_calculate_estimate,0.057
1657065607.032239,1.2_update_frames_state_copy,0.015
1657065607.032239,1.2_update_frames_sigma_p,3.324
1657065607.032239,1.2_update_frames,3.482
1657065607.010247,2.1_gnss_araim,0.648
1657065607.032239,2.3_dynamic_al,0.000
1657065607.032239,2.3_state_machine,0.000
1657065607.032239,2.3_integrity_total,0.724
1657065607.032239,1.2_odom_insert_frame,52.913
1657065607.132279,1.1_pointcloud_extract,0.011
1657065607.132279,1.1_cloud_preprocess,1.379
1657065607.132279,1.1_ros_callback_total,1.470
1657065607.132279,1.2_imu_integration,0.090
1657065607.132279,1.2_pointcloud_deskew,0.038
1657065607.132279,1.2_covariance_estimation,0.494
1657065607.132279,1.2_create_factors,0.016
1657065607.132279,1.2_smoother_update,15.798
1657065607.132279,1.3_gnss_injection,0.380
1657065607.132279,1.2_update_frames_calculate_estimate,0.055
1657065607.132279,1.2_update_frames_state_copy,0.015
1657065607.132279,1.2_update_frames_sigma_p,0.041
1657065607.132279,1.2_update_frames,0.152
1657065607.110277,2.1_gnss_araim,0.636
1657065607.132279,2.3_dynamic_al,0.000
1657065607.132279,2.3_state_machine,0.000
1657065607.132279,2.3_integrity_total,0.705
1657065607.132279,1.2_odom_insert_frame,18.727
1657065607.232282,1.1_pointcloud_extract,0.011
1657065607.232282,1.1_cloud_preprocess,1.389
1657065607.232282,1.1_ros_callback_total,1.483
1657065607.232282,1.2_imu_integration,0.080
1657065607.232282,1.2_pointcloud_deskew,0.053
1657065607.232282,1.2_covariance_estimation,0.476
1657065607.232282,1.2_create_factors,0.014
1657065607.232282,1.2_smoother_update,1.258
1657065607.232282,1.3_gnss_injection,0.255
1657065607.232282,1.2_update_frames_calculate_estimate,0.027
1657065607.232282,1.2_update_frames_state_copy,0.010
1657065607.232282,1.2_update_frames_sigma_p,0.029
1657065607.232282,1.2_update_frames,0.086
1657065607.210278,2.1_gnss_araim,0.630
1657065607.232282,2.3_dynamic_al,0.000
1657065607.232282,2.3_state_machine,0.000
1657065607.232282,2.3_integrity_total,0.689
1657065607.232282,1.2_odom_insert_frame,3.601
1657065607.332290,1.1_pointcloud_extract,0.009
1657065607.332290,1.1_cloud_preprocess,1.307
1657065607.332290,1.1_ros_callback_total,1.379
1657065607.332290,1.2_imu_integration,0.094
1657065607.332290,1.2_pointcloud_deskew,0.038
1657065607.332290,1.2_covariance_estimation,0.701
1657065607.332290,1.2_create_factors,0.016
1657065607.332290,1.2_smoother_update,1.570
1657065607.332290,1.3_gnss_injection,0.350
1657065607.332290,1.2_update_frames_calculate_estimate,0.042
1657065607.332290,1.2_update_frames_state_copy,0.013
1657065607.332290,1.2_update_frames_sigma_p,0.041
1657065607.332290,1.2_update_frames,0.130
1657065607.310280,2.1_gnss_araim,0.626
1657065607.332290,2.3_dynamic_al,0.000
1657065607.332290,2.3_state_machine,0.000
1657065607.332290,2.3_integrity_total,0.678
1657065607.332290,1.2_odom_insert_frame,4.620
1657065607.432226,1.1_pointcloud_extract,0.010
1657065607.432226,1.1_cloud_preprocess,1.360
1657065607.432226,1.1_ros_callback_total,1.451
1657065607.432226,1.2_imu_integration,0.090
1657065607.432226,1.2_pointcloud_deskew,0.038
1657065607.432226,1.2_covariance_estimation,0.609
1657065607.432226,1.2_create_factors,0.018
1657065607.432226,1.2_smoother_update,1.650
1657065607.432226,1.3_gnss_injection,0.355
1657065607.432226,1.2_update_frames_calculate_estimate,0.038
1657065607.432226,1.2_update_frames_state_copy,0.014
1657065607.432226,1.2_update_frames_sigma_p,0.035
1657065607.432226,1.2_update_frames,0.115
1657065607.410280,2.1_gnss_araim,0.682
1657065607.432226,2.3_dynamic_al,0.000
1657065607.432226,2.3_state_machine,0.000
1657065607.432226,2.3_integrity_total,0.751
1657065607.432226,1.2_odom_insert_frame,4.657
1657065607.532280,1.1_pointcloud_extract,0.011
1657065607.532280,1.1_cloud_preprocess,1.385
1657065607.532280,1.1_ros_callback_total,1.490
1657065607.532280,1.2_imu_integration,0.089
1657065607.532280,1.2_pointcloud_deskew,0.040
1657065607.532280,1.2_covariance_estimation,0.848
1657065607.532280,1.2_create_factors,0.015
1657065607.532280,1.2_smoother_update,1.575
1657065607.532280,1.3_gnss_injection,0.344
1657065607.532280,1.2_update_frames_calculate_estimate,0.041
1657065607.532280,1.2_update_frames_state_copy,0.014
1657065607.532280,1.2_update_frames_sigma_p,0.038
1657065607.532280,1.2_update_frames,0.124
1657065607.510292,2.1_gnss_araim,0.760
1657065607.532280,2.3_dynamic_al,0.000
1657065607.532280,2.3_state_machine,0.000
1657065607.532280,2.3_integrity_total,0.814
1657065607.532280,1.2_odom_insert_frame,4.838
1657065607.632274,1.1_pointcloud_extract,0.009
1657065607.632274,1.1_cloud_preprocess,1.258
1657065607.632274,1.1_ros_callback_total,1.331
1657065607.632274,1.2_imu_integration,0.090
1657065607.632274,1.2_pointcloud_deskew,0.037
1657065607.632274,1.2_covariance_estimation,0.958
1657065607.632274,1.2_create_factors,0.016
1657065607.632274,1.2_smoother_update,1.680
1657065607.632274,1.3_gnss_injection,0.366
1657065607.632274,1.2_update_frames_calculate_estimate,0.044
1657065607.632274,1.2_update_frames_state_copy,0.014
1657065607.632274,1.2_update_frames_sigma_p,0.037
1657065607.632274,1.2_update_frames,0.124
1657065607.610327,2.1_gnss_araim,0.713
1657065607.632274,2.3_dynamic_al,0.000
1657065607.632274,2.3_state_machine,0.000
1657065607.632274,2.3_integrity_total,0.774
1657065607.632274,1.2_odom_insert_frame,5.079
1657065607.732220,1.1_pointcloud_extract,0.011
1657065607.732220,1.1_cloud_preprocess,1.344
1657065607.732220,1.1_ros_callback_total,1.434
1657065607.732220,1.2_imu_integration,0.074
1657065607.732220,1.2_pointcloud_deskew,0.047
1657065607.732220,1.2_covariance_estimation,0.750
1657065607.732220,1.2_create_factors,0.010
1657065607.732220,1.2_smoother_update,1.344
1657065607.732220,1.3_gnss_injection,0.254
1657065607.732220,1.2_update_frames_calculate_estimate,0.030
1657065607.732220,1.2_update_frames_state_copy,0.011
1657065607.732220,1.2_update_frames_sigma_p,0.030
1657065607.732220,1.2_update_frames,0.090
1657065607.710262,2.1_gnss_araim,0.682
1657065607.732220,2.3_dynamic_al,0.000
1657065607.732220,2.3_state_machine,0.000
1657065607.732220,2.3_integrity_total,0.719
1657065607.732220,1.2_odom_insert_frame,4.093
1657065607.832239,1.1_pointcloud_extract,0.011
1657065607.832239,1.1_cloud_preprocess,1.359
1657065607.832239,1.1_ros_callback_total,1.455
1657065607.832239,1.2_imu_integration,0.092
1657065607.832239,1.2_pointcloud_deskew,0.038
1657065607.832239,1.2_covariance_estimation,0.764
1657065607.832239,1.2_create_factors,0.015
1657065607.832239,1.2_smoother_update,1.622
1657065607.832239,1.3_gnss_injection,0.344
1657065607.832239,1.2_update_frames_calculate_estimate,0.039
1657065607.832239,1.2_update_frames_state_copy,0.014
1657065607.832239,1.2_update_frames_sigma_p,0.037
1657065607.832239,1.2_update_frames,0.119
1657065607.810420,2.1_gnss_araim,0.660
1657065607.832239,2.3_dynamic_al,0.000
1657065607.832239,2.3_state_machine,0.000
1657065607.832239,2.3_integrity_total,0.719
1657065607.832239,1.2_odom_insert_frame,4.751
1657065607.932222,1.1_pointcloud_extract,0.011
1657065607.932222,1.1_cloud_preprocess,1.333
1657065607.932222,1.1_ros_callback_total,1.417
1657065607.932222,1.2_imu_integration,0.077
1657065607.932222,1.2_pointcloud_deskew,0.047
1657065607.932222,1.2_covariance_estimation,0.569
1657065607.932222,1.2_create_factors,0.012
1657065607.932222,1.2_smoother_update,1.390
1657065607.932222,1.3_gnss_injection,0.266
1657065607.932222,1.2_update_frames_calculate_estimate,0.032
1657065607.932222,1.2_update_frames_state_copy,0.012
1657065607.932222,1.2_update_frames_sigma_p,0.030
1657065607.932222,1.2_update_frames,0.096
1657065607.910223,2.1_gnss_araim,0.641
1657065607.932222,2.3_dynamic_al,0.000
1657065607.932222,2.3_state_machine,0.000
1657065607.932222,2.3_integrity_total,0.700
1657065607.932222,1.2_odom_insert_frame,4.048
1657065608.032226,1.1_pointcloud_extract,0.012
1657065608.032226,1.1_cloud_preprocess,1.342
1657065608.032226,1.1_ros_callback_total,1.448
1657065608.032226,1.2_imu_integration,0.078
1657065608.032226,1.2_pointcloud_deskew,0.047
1657065608.032226,1.2_covariance_estimation,0.919
1657065608.032226,1.2_create_factors,0.014
1657065608.032226,1.2_smoother_update,24.811
1657065608.032226,1.3_gnss_injection,0.646
1657065608.032226,1.2_update_frames_calculate_estimate,0.056
1657065608.032226,1.2_update_frames_state_copy,0.016
1657065608.032226,1.2_update_frames_sigma_p,0.120
1657065608.032226,1.2_update_frames,0.231
1657065608.010226,2.1_gnss_araim,0.659
1657065608.032226,2.3_dynamic_al,0.000
1657065608.032226,2.3_state_machine,0.000
1657065608.032226,2.3_integrity_total,0.711
1657065608.032226,1.2_odom_insert_frame,29.100
1657065608.132277,1.1_pointcloud_extract,0.011
1657065608.132277,1.1_cloud_preprocess,1.334
1657065608.132277,1.1_ros_callback_total,1.431
1657065608.132277,1.2_imu_integration,0.074
1657065608.132277,1.2_pointcloud_deskew,0.046
1657065608.132277,1.2_covariance_estimation,0.311
1657065608.132277,1.2_create_factors,0.013
1657065608.132277,1.2_smoother_update,21.287
1657065608.132277,1.3_gnss_injection,0.296
1657065608.132277,1.2_update_frames_calculate_estimate,0.037
1657065608.132277,1.2_update_frames_state_copy,0.013
1657065608.132277,1.2_update_frames_sigma_p,0.030
1657065608.132277,1.2_update_frames,0.102
1657065608.110283,2.1_gnss_araim,0.732
1657065608.132277,2.3_dynamic_al,0.000
1657065608.132277,2.3_state_machine,0.000
1657065608.132277,2.3_integrity_total,0.778
1657065608.132277,1.2_odom_insert_frame,23.762
1657065608.232278,1.1_pointcloud_extract,0.011
1657065608.232278,1.1_cloud_preprocess,1.340
1657065608.232278,1.1_ros_callback_total,1.425
1657065608.232278,1.2_imu_integration,0.092
1657065608.232278,1.2_pointcloud_deskew,0.041
1657065608.232278,1.2_covariance_estimation,0.495
1657065608.232278,1.2_create_factors,0.016
1657065608.232278,1.2_smoother_update,1.881
1657065608.232278,1.3_gnss_injection,0.366
1657065608.232278,1.2_update_frames_calculate_estimate,0.052
1657065608.232278,1.2_update_frames_state_copy,0.016
1657065608.232278,1.2_update_frames_sigma_p,0.038
1657065608.232278,1.2_update_frames,0.140
1657065608.210280,2.1_gnss_araim,0.650
1657065608.232278,2.3_dynamic_al,0.000
1657065608.232278,2.3_state_machine,0.000
1657065608.232278,2.3_integrity_total,0.697
1657065608.232278,1.2_odom_insert_frame,4.824
1657065608.332330,1.1_pointcloud_extract,0.009
1657065608.332330,1.1_cloud_preprocess,1.287
1657065608.332330,1.1_ros_callback_total,1.350
1657065608.332330,1.2_imu_integration,0.084
1657065608.332330,1.2_pointcloud_deskew,0.054
1657065608.332330,1.2_covariance_estimation,0.549
1657065608.332330,1.2_create_factors,0.014
1657065608.332330,1.2_smoother_update,1.506
1657065608.332330,1.3_gnss_injection,0.256
1657065608.332330,1.2_update_frames_calculate_estimate,0.035
1657065608.332330,1.2_update_frames_state_copy,0.012
1657065608.332330,1.2_update_frames_sigma_p,0.031
1657065608.332330,1.2_update_frames,0.100
1657065608.310317,2.1_gnss_araim,0.667
1657065608.332330,2.3_dynamic_al,0.000
1657065608.332330,2.3_state_machine,0.000
1657065608.332330,2.3_integrity_total,0.724
1657065608.332330,1.2_odom_insert_frame,4.051
1657065608.432276,1.1_pointcloud_extract,0.009
1657065608.432276,1.1_cloud_preprocess,1.261
1657065608.432276,1.1_ros_callback_total,1.332
1657065608.432276,1.2_imu_integration,0.090
1657065608.432276,1.2_pointcloud_deskew,0.041
1657065608.432276,1.2_covariance_estimation,0.772
1657065608.432276,1.2_create_factors,0.017
1657065608.432276,1.2_smoother_update,1.911
1657065608.432276,1.3_gnss_injection,0.368
1657065608.432276,1.2_update_frames_calculate_estimate,0.050
1657065608.432276,1.2_update_frames_state_copy,0.016
1657065608.432276,1.2_update_frames_sigma_p,0.038
1657065608.432276,1.2_update_frames,0.137
1657065608.410278,2.1_gnss_araim,0.668
1657065608.432276,2.3_dynamic_al,0.000
1657065608.432276,2.3_state_machine,0.000
1657065608.432276,2.3_integrity_total,0.759
1657065608.432276,1.2_odom_insert_frame,5.221
1657065603.532229,1.4_sub_map_insert,0.005
1657065608.533275,1.1_pointcloud_extract,0.009
1657065608.533275,1.1_cloud_preprocess,1.313
1657065608.533275,1.1_ros_callback_total,1.388
1657065608.533275,1.2_imu_integration,0.092
1657065608.533275,1.2_pointcloud_deskew,0.040
1657065608.533275,1.2_covariance_estimation,0.593
1657065608.533275,1.2_create_factors,0.015
1657065608.533275,1.2_smoother_update,2.021
1657065608.533275,1.3_gnss_injection,0.361
1657065608.533275,1.2_update_frames_calculate_estimate,0.051
1657065608.533275,1.2_update_frames_state_copy,0.016
1657065608.533275,1.2_update_frames_sigma_p,0.043
1657065608.533275,1.2_update_frames,0.143
1657065608.510283,2.1_gnss_araim,0.810
1657065608.533275,2.3_dynamic_al,0.000
1657065608.533275,2.3_state_machine,0.000
1657065608.533275,2.3_integrity_total,0.863
1657065608.533275,1.2_odom_insert_frame,5.493
1657065603.632278,1.4_sub_map_insert,2.528
1657065608.632414,1.1_pointcloud_extract,0.011
1657065608.632414,1.1_cloud_preprocess,1.346
1657065608.632414,1.1_ros_callback_total,1.443
1657065608.632414,1.2_imu_integration,0.132
1657065608.632414,1.2_pointcloud_deskew,0.042
1657065608.632414,1.2_covariance_estimation,0.756
1657065608.632414,1.2_create_factors,0.016
1657065608.632414,1.2_smoother_update,18.511
1657065608.632414,1.3_gnss_injection,0.398
1657065608.632414,1.2_update_frames_calculate_estimate,0.057
1657065608.632414,1.2_update_frames_state_copy,0.018
1657065608.632414,1.2_update_frames_sigma_p,0.027
1657065608.632414,1.2_update_frames,0.137
1657065608.610228,2.1_gnss_araim,0.847
1657065608.632414,2.3_dynamic_al,0.001
1657065608.632414,2.3_state_machine,0.000
1657065608.632414,2.3_integrity_total,0.918
1657065608.632414,1.2_odom_insert_frame,22.387
1657065603.732290,1.4_sub_map_insert,1.400
1657065608.732280,1.1_pointcloud_extract,0.011
1657065608.732280,1.1_cloud_preprocess,1.393
1657065608.732280,1.1_ros_callback_total,1.481
1657065608.732280,1.2_imu_integration,0.097
1657065608.732280,1.2_pointcloud_deskew,0.050
1657065608.732280,1.2_covariance_estimation,0.312
1657065608.732280,1.2_create_factors,0.012
1657065608.732280,1.2_smoother_update,1.503
1657065608.732280,1.3_gnss_injection,0.261
1657065608.732280,1.2_update_frames_calculate_estimate,0.039
1657065608.732280,1.2_update_frames_state_copy,0.012
1657065608.732280,1.2_update_frames_sigma_p,0.029
1657065608.732280,1.2_update_frames,0.100
1657065608.710282,2.1_gnss_araim,0.676
1657065608.732280,2.3_dynamic_al,0.000
1657065608.732280,2.3_state_machine,0.000
1657065608.732280,2.3_integrity_total,0.774
1657065608.732280,1.2_odom_insert_frame,3.930
1657065603.832275,1.4_sub_map_insert,1.338
1657065608.832275,1.1_pointcloud_extract,0.011
1657065608.832275,1.1_cloud_preprocess,1.344
1657065608.832275,1.1_ros_callback_total,1.432
1657065608.832275,1.2_imu_integration,0.085
1657065608.832275,1.2_pointcloud_deskew,0.053
1657065608.832275,1.2_covariance_estimation,0.321
1657065608.832275,1.2_create_factors,0.011
1657065608.832275,1.2_smoother_update,1.694
1657065608.832275,1.3_gnss_injection,0.274
1657065608.832275,1.2_update_frames_calculate_estimate,0.038
1657065608.832275,1.2_update_frames_state_copy,0.013
1657065608.832275,1.2_update_frames_sigma_p,0.034
1657065608.832275,1.2_update_frames,0.108
1657065608.810277,2.1_gnss_araim,0.678
1657065608.832275,2.3_dynamic_al,0.000
1657065608.832275,2.3_state_machine,0.000
1657065608.832275,2.3_integrity_total,0.739
1657065608.832275,1.2_odom_insert_frame,4.169
1657065608.932249,1.1_pointcloud_extract,0.011
1657065608.932249,1.1_cloud_preprocess,1.329
1657065608.932249,1.1_ros_callback_total,1.409
1657065608.932249,1.2_imu_integration,0.084
1657065608.932249,1.2_pointcloud_deskew,0.053
1657065608.932249,1.2_covariance_estimation,0.391
1657065608.932249,1.2_create_factors,0.013
1657065608.932249,1.2_smoother_update,1.527
1657065608.932249,1.3_gnss_injection,0.268
1657065608.932249,1.2_update_frames_calculate_estimate,0.039
1657065608.932249,1.2_update_frames_state_copy,0.012
1657065608.932249,1.2_update_frames_sigma_p,0.031
1657065608.932249,1.2_update_frames,0.106
1657065608.910222,2.1_gnss_araim,0.647
1657065608.932249,2.3_dynamic_al,0.000
1657065608.932249,2.3_state_machine,0.000
1657065608.932249,2.3_integrity_total,0.705
1657065608.932249,1.2_odom_insert_frame,4.020
1657065603.932446,1.4_sub_map_insert,2.013
1657065609.032224,1.1_pointcloud_extract,0.011
1657065609.032224,1.1_cloud_preprocess,1.372
1657065609.032224,1.1_ros_callback_total,1.477
1657065609.032224,1.2_imu_integration,0.078
1657065609.032224,1.2_pointcloud_deskew,0.049
1657065609.032224,1.2_covariance_estimation,0.374
1657065609.032224,1.2_create_factors,0.013
1657065609.032224,1.2_smoother_update,1.728
1657065609.032224,1.3_gnss_injection,0.265
1657065609.032224,1.2_update_frames_calculate_estimate,0.038
1657065609.032224,1.2_update_frames_state_copy,0.013
1657065609.032224,1.2_update_frames_sigma_p,0.034
1657065609.032224,1.2_update_frames,0.109
1657065609.010226,2.1_gnss_araim,0.655
1657065609.032224,2.3_dynamic_al,0.000
1657065609.032224,2.3_state_machine,0.000
1657065609.032224,2.3_integrity_total,0.704
1657065609.032224,1.2_odom_insert_frame,4.250
1657065609.132222,1.1_pointcloud_extract,0.011
1657065609.132222,1.1_cloud_preprocess,1.270
1657065609.132222,1.1_ros_callback_total,1.362
1657065609.132222,1.2_imu_integration,0.075
1657065609.132222,1.2_pointcloud_deskew,0.047
1657065609.132222,1.2_covariance_estimation,0.373
1657065609.132222,1.2_create_factors,0.012
1657065609.132222,1.2_smoother_update,1.504
1657065609.132222,1.3_gnss_injection,0.276
1657065609.132222,1.2_update_frames_calculate_estimate,0.040
1657065609.132222,1.2_update_frames_state_copy,0.012
1657065609.132222,1.2_update_frames_sigma_p,0.031
1657065609.132222,1.2_update_frames,0.106
1657065609.110487,2.1_gnss_araim,0.823
1657065609.132222,2.3_dynamic_al,0.000
1657065609.132222,2.3_state_machine,0.000
1657065609.132222,2.3_integrity_total,0.882
1657065609.132222,1.2_odom_insert_frame,4.133
1657065604.132231,1.4_sub_map_insert,1.861
1657065609.232219,1.1_pointcloud_extract,0.012
1657065609.232219,1.1_cloud_preprocess,1.454
1657065609.232219,1.1_ros_callback_total,1.556
1657065609.232219,1.2_imu_integration,0.074
1657065609.232219,1.2_pointcloud_deskew,0.049
1657065609.232219,1.2_covariance_estimation,0.388
1657065609.232219,1.2_create_factors,0.012
1657065609.232219,1.2_smoother_update,14.326
1657065609.232219,1.3_gnss_injection,0.319
1657065609.232219,1.2_update_frames_calculate_estimate,0.040
1657065609.232219,1.2_update_frames_state_copy,0.014
1657065609.232219,1.2_update_frames_sigma_p,0.022
1657065609.232219,1.2_update_frames,0.099
1657065609.210224,2.1_gnss_araim,0.675
1657065609.232219,2.3_dynamic_al,0.000
1657065609.232219,2.3_state_machine,0.000
1657065609.232219,2.3_integrity_total,0.717
1657065609.232219,1.2_odom_insert_frame,16.921
1657065604.232228,1.4_sub_map_insert,1.430
