row_type,stamp,state,HPL,VPL,HAL,VAL,IM,PL_E,PL_N,PL_U,pl_ff,K_ff,K_fa,n_sv,n_const,PDOP,sigma_H,n_hyp,n_det,n_trunks,tdop,lidar_valid,lidar_n_hyp,lidar_n_det,lidar_HPL,lidar_mode,hyp_index,sat_id,d_E,d_N,d_U,sigma_ss_E,sigma_ss_N,sigma_ss_U,sigma_k_E,sigma_k_N,sigma_k_U,hyp_PL_E,hyp_PL_N,hyp_PL_U,fault_detected,final_HPL_source,final_VPL_source,final_PL_source,gnss_valid,gnss_HPL,gnss_VPL,gnss_PL_E,gnss_PL_N,gnss_PL_U,gnss_pl_ff,gnss_K_ff,gnss_K_fa,gnss_n_hyp,gnss_n_det,lidar_VPL,lidar_PL_E,lidar_PL_N,lidar_PL_U
epoch,1657065601.828272,UNSAFE,24.867253,72.109790,10.000000,20.000000,-52.109790,24.867253,21.139256,72.109790,23.307440,5.451310,5.162324,41,4,12.656816,5.753149,41,0,0,1000000000.000000,1,4,0,1.964950,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,24.867253,72.109790,24.867253,21.139256,72.109790,23.307440,5.451310,5.162324,41,0,2.216777,1.964950,1.916952,2.216777
worst_hyp,1657065601.828272,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,-0.504667,0.207327,-0.733214,1.499461,0.616006,2.178516,4.530878,3.898425,11.482256,24.867253,17.689029,54.102979,0,,,,,,,,,,,,,,,,,,
epoch,1657065601.928284,UNSAFE,24.467246,73.313640,10.000000,20.000000,-53.313640,24.467246,21.234588,73.313640,23.307525,5.451310,5.162324,41,4,12.656854,5.753158,41,0,0,1000000000.000000,1,5,0,1.855790,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,24.467246,73.313640,24.467246,21.234588,73.313640,23.307525,5.451310,5.162324,41,0,2.034360,1.812930,1.855790,2.034360
worst_hyp,1657065601.928284,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,0.104544,-0.042950,0.151886,1.499471,0.616028,2.178497,4.530896,3.898425,11.482289,24.467246,17.524767,53.521675,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.028277,UNSAFE,25.066237,73.011715,10.000000,20.000000,-53.011715,25.066237,22.117148,73.011715,23.307611,5.451310,5.162324,41,4,12.656892,5.753168,41,0,0,1000000000.000000,1,6,0,1.811463,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,25.066237,73.011715,25.066237,22.117148,73.011715,23.307611,5.451310,5.162324,41,0,2.006814,1.792788,1.811463,2.006814
worst_hyp,1657065602.028277,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,0.703418,-0.288994,1.021941,1.499481,0.616050,2.178478,4.530914,3.898425,11.482322,25.066237,17.770926,54.391756,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.128217,UNSAFE,24.935196,72.140483,10.000000,20.000000,-52.140483,24.935196,21.662588,72.140483,23.307696,5.451310,5.162324,41,4,12.656929,5.753177,41,0,0,1000000000.000000,1,6,0,1.807460,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,24.935196,72.140483,24.935196,21.662588,72.140483,23.307696,5.451310,5.162324,41,0,1.990486,1.791586,1.807460,1.990486
worst_hyp,1657065602.128217,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,-0.572260,0.235115,-0.831378,1.499490,0.616072,2.178459,4.530932,3.898425,11.482356,24.935196,17.717162,54.201219,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.228224,UNSAFE,26.884880,72.138736,10.000000,20.000000,-52.138736,26.884880,22.635243,72.138736,23.307781,5.451310,5.162324,41,4,12.656967,5.753186,41,0,0,1000000000.000000,1,6,0,1.791820,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,26.884880,72.138736,26.884880,22.635243,72.138736,23.307781,5.451310,5.162324,41,0,1.956382,1.777192,1.791820,1.956382
worst_hyp,1657065602.228224,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,-2.521827,1.036134,-3.663653,1.499500,0.616095,2.178440,4.530950,3.898426,11.482389,26.884880,18.518296,57.033519,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.328271,UNSAFE,25.504737,71.978048,10.000000,20.000000,-51.978048,25.504737,22.306258,71.978048,23.307867,5.451310,5.162324,41,4,12.657005,5.753196,41,0,0,1000000000.000000,1,6,0,1.795431,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,25.504737,71.978048,25.504737,22.306258,71.978048,23.307867,5.451310,5.162324,41,0,1.949373,1.782441,1.795431,1.949373
worst_hyp,1657065602.328271,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,1.141567,-0.469045,1.658417,1.499510,0.616117,2.178421,4.530968,3.898426,11.482423,25.504737,17.951322,55.028308,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.428275,UNSAFE,25.397289,73.944578,10.000000,20.000000,-53.944578,25.397289,21.252006,73.944578,23.307952,5.451310,5.162324,41,4,12.657043,5.753205,41,0,0,1000000000.000000,1,6,0,1.784942,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,25.397289,73.944578,25.397289,21.252006,73.944578,23.307952,5.451310,5.162324,41,0,1.930145,1.772050,1.784942,1.930145
worst_hyp,1657065602.428275,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,-1.034001,0.424862,-1.502128,1.499520,0.616139,2.178403,4.530986,3.898426,11.482456,25.397289,17.907253,54.872044,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.528270,UNSAFE,25.106470,69.749234,10.000000,20.000000,-49.749234,25.106470,21.333755,69.749234,23.308038,5.451310,5.162324,41,4,12.657081,5.753215,41,0,0,1000000000.000000,1,6,0,1.798773,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,25.106470,69.749234,25.106470,21.333755,69.749234,23.308038,5.451310,5.162324,41,0,1.942259,1.787180,1.798773,1.942259
worst_hyp,1657065602.528270,UNSAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,0.743066,-0.305328,1.079460,1.499530,0.616161,2.178384,4.531004,3.898426,11.482490,25.106470,17.787834,54.449401,0,,,,,,,,,,,,,,,,,,
epoch,1657065602.628261,UNSAFE,25.282764,76.546986,10.000000,20.000000,-56.546986,25.282764,22.134635,76.546986,23.308123,5.451310,5.162324,41,4,12.657119,5.753224,41,0,0,1000000000.000000,1,6,0,1.791821,H_LEVEL(1),,,,,,,,,,,,,,,,GNSS,GNSS,GNSS,1,25.282764,76.546986,25.282764,22.134635,76.546986,23.308123,5.451310,5.162324,41,0,1.997014,1.781210,1.791821,1.997014
