run_id,planning_attempt_id,collision_segments,generated,optimizer_input,optimizer_success,original_candidate_id,selected_candidate_id,selected_reached_downstream,normal_bspline_publish_count,critical_violation,critical_reasons,qualified,candidate_id,candidate_optimizer_success,original_cost,final_cost,is_original,is_selected
mirror-r1,24,0,1,1,1,1,1,True,24,False,,False,1,True,0.0031646888978235825,0.0031646888978235825,True,True
mirror-r1,25,0,1,1,1,1,1,True,25,False,,False,1,True,0.004581421622135507,0.004581421622135507,True,True
mirror-r1,26,0,1,1,1,1,1,True,26,False,,False,1,True,0.01135325579563902,0.01135325579563902,True,True
mirror-r1,27,0,1,1,1,1,1,True,27,False,,False,1,True,0.04270642396473774,0.04270642396473774,True,True
mirror-r1,28,0,1,1,1,1,1,True,28,False,,False,1,True,0.025128431711329044,0.025128431711329044,True,True
mirror-r1,29,0,1,1,1,1,1,True,29,False,,False,1,True,0.04003502891086951,0.04003502891086951,True,True
mirror-r1,30,0,1,1,1,1,1,True,30,False,,False,1,True,0.023534977737662527,0.023534977737662527,True,True
mirror-r1,31,0,1,1,1,1,1,True,31,False,,False,1,True,0.038022333839332505,0.038022333839332505,True,True
mirror-r1,32,0,1,1,1,1,1,True,32,False,,False,1,True,0.021746313801644664,0.021746313801644664,True,True
mirror-r1,33,0,1,1,1,1,1,True,33,False,,False,1,True,0.03553594800870312,0.03553594800870312,True,True
mirror-r1,34,0,1,1,1,1,1,True,34,False,,False,1,True,0.020161446665544876,0.020161446665544876,True,True
mirror-r1,35,0,1,1,1,1,1,True,35,False,,False,1,True,0.032419069495173744,0.032419069495173744,True,True
mirror-r1,36,0,1,1,1,1,1,True,36,False,,False,1,True,0.01768665684962787,0.01768665684962787,True,True
mirror-r1,37,0,1,1,1,1,1,True,37,False,,False,1,True,0.02731654538337279,0.02731654538337279,True,True
mirror-r1,38,0,1,1,1,1,1,True,38,False,,False,1,True,0.039557359125117174,0.039557359125117174,True,True
mirror-r1,39,0,1,1,1,1,1,True,39,False,,False,1,True,0.015585232403030131,0.015585232403030131,True,True
mirror-r1,40,0,1,1,1,1,1,True,40,False,,False,1,True,0.009479208183311078,0.009479208183311078,True,True
mirror-r1,41,0,1,1,1,1,1,True,41,False,,False,1,True,0.022561643362574955,0.022561643362574955,True,True
mirror-r1,42,0,1,1,1,1,1,True,42,False,,False,1,True,0.03820550137922759,0.03820550137922759,True,True
mirror-r2,1,0,1,1,1,1,1,True,1,False,,False,1,True,0.4470551300348624,0.4470551300348624,True,True
mirror-r2,2,0,1,1,1,1,1,True,2,False,,False,1,True,0.12311296744125647,0.12311296744125647,True,True
mirror-r2,3,0,1,1,1,1,1,True,3,False,,False,1,True,0.053708724920058126,0.053708724920058126,True,True
mirror-r2,4,0,1,1,1,1,1,True,4,False,,False,1,True,0.04487004808723754,0.04487004808723754,True,True
mirror-r2,5,0,1,1,1,1,1,True,5,False,,False,1,True,0.03060533849826234,0.03060533849826234,True,True
mirror-r2,6,0,1,1,1,1,1,True,6,False,,False,1,True,0.03707815659910214,0.03707815659910214,True,True
