record_type,path,bytes,type,mtime_utc,age_days,age_bucket,item_count
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_primary_2_reference/exports/test_planner_p1_fork_formal_p1_fork_fused_v1_348192_1786209341436/planner_p0_occupancy_query_evidence.csv,457868309,.csv,2026-08-08T17:16:41Z,8.081538,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_soft_enabled/exports/test_planner_p1_fork_formal_p1_soft_risk_island_v1_475044_1786209988346/planner_p0_occupancy_query_evidence.csv,288114723,.csv,2026-08-08T17:26:47Z,8.074525,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_primary_1_reference/exports/test_planner_p1_fork_formal_p1_fork_fused_v1_311804_1786209154636/planner_p0_occupancy_query_evidence.csv,442060867,.csv,2026-08-08T17:13:38Z,8.083660,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_primary_1_enabled/exports/test_planner_p1_fork_formal_p1_fork_fused_v1_329809_1786209245737/planner_p0_occupancy_query_evidence.csv,1444424593,.csv,2026-08-08T17:15:35Z,8.082298,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_primary_2_enabled/exports/test_planner_p1_fork_formal_p1_fork_fused_v1_366601_1786209437137/planner_p0_occupancy_query_evidence.csv,1150931002,.csv,2026-08-08T17:18:47Z,8.080083,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_null_reference/exports/test_planner_p1_fork_formal_p1_fork_symmetric_null_v1_420202_1786209710387/planner_p0_occupancy_query_evidence.csv,448078983,.csv,2026-08-08T17:22:50Z,8.077268,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_mirror_reference/exports/test_planner_p1_fork_formal_p1_fork_fused_mirror_v1_384525_1786209528235/planner_p0_occupancy_query_evidence.csv,534526961,.csv,2026-08-08T17:20:00Z,8.079237,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260808-fbe090c-c6/runs/pre_mirror_enabled/exports/test_planner_p1_fork_formal_p1_fork_fused_mirror_v1_402326_1786209619330/planner_p0_occupancy_query_evidence.csv,1248524771,.csv,2026-08-08T17:21:49Z,8.077974,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260809-79b962e-c12/runs/pre_null_enabled/exports/test_planner_p1_fork_formal_p1_fork_symmetric_null_v1_2411903_1786253208916/planner_p0_occupancy_query_evidence.csv,891425966,.csv,2026-08-09T05:27:38Z,7.573933,7-30d,1
candidate_file,/home/dev/ws_iap/src/iap/results/planner_validation/campaigns/p1-2-20260809-79b962e-c12/runs/pre_soft_reference/exports/test_planner_p1_fork_formal_p1_soft_risk_island_v1_2430423_1786253304616/planner_p0_occupancy_query_evidence.csv,304132229,.csv,2026-08-09T05:29:13Z,7.572838,7-30d,1
